file_id,project_id,file_name,file_type
384693,25328,pone.0300775.s001.mod,mod
384694,25329,word frequency.nvp,nvp
384695,25329,content analysis.nvp,nvp
384699,25330,NVivo11 data. Rural women empowerment.nvp,nvp
384701,25331,go.mod,mod
384714,25332,MAXQDA24 Coded Data - Code System.qdc,qdc
384717,25332,Coded Data.mex24,mex24
384719,25332,Coded Data.mx24,mx24
384722,25333,C57BL6J_b38.mod,mod
384725,25333,CASTEiJ_b38_f.mod,mod
384735,25334,NVIVO_Temburong_project_anon.nvp,nvp
384736,25335,Analisa FRame Nvivo.nvp,nvp
384737,25336,pgph.0004382.s003.nvp,nvp
384738,25337,A Realist Perspective on Optimizing Community Health Workers roles and functions to deliver Integrated people-centred care.nvp,nvp
384740,25338,Destination image of Italy.mx20,mx20
384741,25339,LIBYA & RECOGNITION PROJECT-DATASET 2012-2018.nvp,nvp
384742,25340,高中英语教师跨文化外语教学研究.nvp,nvp
384752,25341,Private Banking_coding and all interviews dataset.mx24,mx24
384753,25342,._cacumm.mod,mod
384754,25342,cacumm.mod,mod
384757,25342,cal2.mod,mod
384758,25342,._cal2.mod,mod
384759,25342,calH.mod,mod
384760,25342,._calH.mod,mod
384761,25342,exp2nmdar.mod,mod
384762,25342,._exp2nmdar.mod,mod
384764,25343,Final No Identifiable Data project.nvp,nvp
384770,25344,Interviews in Turkish and Codes in English.mx20,mx20
384778,25345,Biopsychosocial Evaluation of Freestyle Libre for Type 1 Diabetes (NVivo R14.23.2).nvp,nvp
384781,25346,Dataset 1B_IKS_VenerealDiseases_NVivo.nvp,nvp
384782,25347,DATASET Virtual and Physical Participants Notes on Sendang Duwur.nvp,nvp
384791,25348,manzanillo_c1.mod,mod
384806,25349,markov2.mod,mod
384809,25349,markov2_perfect.mod,mod
384820,25349,private_1s2c_perfect2_varyTaux.mod,mod
384826,25349,Ramsey_1s2c_perfect2.mod,mod
384876,25350,dynaremodel_KurmannSims_Part3.mod,mod
384906,25351,MEPIT 2023 RESPALDO (Mobile46 2024-06-19).qdpx,qdpx
384912,25352,GreedSV.mod,mod
384913,25352,GreedAR1.mod,mod
384914,25352,GrievanceLinearAR1.mod,mod
384915,25352,GrievanceLinearSeasonal.mod,mod
384927,25353,BD-PlanB-PoliticasClimaticas22-BPSR2022-0021.nvp,nvp
384933,25354,Data set -IWMI-Survey2.nvp,nvp
384983,25355,PARMS.mod,mod
385081,25356,coding interview data 访谈数据NVivo编码.nvpx,nvpx
385121,25357,幼儿教师.nvp,nvp
385135,25358,Table4AdjCost2.mod,mod
385137,25358,Table4AdjCost5.mod,mod
385139,25358,Table4LowShockVol.mod,mod
385141,25358,Tables2and3.mod,mod
385162,25359,model_3nk.mod,mod
385163,25359,model_implement1.mod,mod
385164,25359,model_4nk_yield.mod,mod
385165,25359,model_4nk.mod,mod
385166,25359,model_implement.mod,mod
385167,25359,model_implement_zlb.mod,mod
385169,25359,model_optimal.mod,mod
385323,25360,ca_a1g.mod,mod
385325,25360,ca_a1h.mod,mod
385326,25360,ca_a1i.mod,mod
385327,25360,cad.mod,mod
385329,25360,Cav3_2.mod,mod
385330,25360,Cav3_1.mod,mod
385332,25360,Cav3_3.mod,mod
385463,25360,hh2.mod,mod
385472,25360,iahp.mod,mod
385474,25360,iA.mod,mod
385479,25360,ican.mod,mod
385483,25360,iL.mod,mod
385489,25360,it2_high.mod,mod
385490,25360,it2_low.mod,mod
385491,25360,it2.mod,mod
385525,25361,competitive_altbenefit.mod,mod
385526,25361,competitive_beta.mod,mod
385527,25361,competitive_etaH.mod,mod
385529,25361,competitive_etaL.mod,mod
385530,25361,competitive_lambdaH.mod,mod
385531,25361,competitive_lambdaL.mod,mod
385532,25361,competitive.mod,mod
385533,25361,cournot1.mod,mod
385534,25361,cournot2.mod,mod
385535,25361,cournot3.mod,mod
385539,25361,fringe_competitive.mod,mod
385541,25361,fringe_monopoly.mod,mod
385542,25361,fringe_nobenefit.mod,mod
385556,25361,monopoly_altbenefit.mod,mod
385559,25361,monopoly_beta.mod,mod
385560,25361,monopoly_etaH.mod,mod
385561,25361,monopoly_etaL.mod,mod
385562,25361,monopoly_lambdaL.mod,mod
385563,25361,monopoly_lambdaH.mod,mod
385564,25361,monopoly.mod,mod
385565,25361,nobenefit_altbenefit.mod,mod
385566,25361,nobenefit.mod,mod
385589,25362,NGEU_Framing_replication-data_anonym.mx24,mx24
385599,25363,bbeffectivedemandmatchirf_order3.mod,mod
385602,25363,bbeffectivedemandmatchirf_order4.mod,mod
385609,25364,panama.mod,mod
385623,25365,model_est_EPDindex.mod,mod
385624,25365,model_est_basicNK.mod,mod
385625,25365,model_est_EPD.mod,mod
385626,25365,model_est_standardNK.mod,mod
385627,25365,monetary_policyVAR2.mod,mod
385628,25365,model_irf.mod,mod
385629,25365,monetary_policyVAR1.mod,mod
385630,25365,news_shock_baseline.mod,mod
385631,25365,pc_est_baseline.mod,mod
385632,25365,pc_est_price_stickiness.mod,mod
385633,25365,news_shock_rotem.mod,mod
385634,25365,pc_est_Rotemberg.mod,mod
385656,25365,zlb_baseline.mod,mod
385657,25365,zlb_rotem.mod,mod
385658,25366,"Nvivo file – Press data, European Commission, DG Trade, 1989-2025.nvpx",nvpx
386002,25411,Commodifying Compassion USAID Nvivo Database.nvp,nvp
386982,25479,CARGAP_ConstraintsAccessTorRightsGermanAsylumProcedure.mx22,mx22
387467,25557,Brand Activism - Black Friday.qdpx,.qdpx
387568,25581,MAXQDA text analyzed A populist virus Frontiers.mx20,mx20
390561,25917,Baseline.mod,mod
390562,25917,exitenergyinentry.mod,mod
390564,25917,exitXarma(appendix).mod,mod
390565,25917,Noentryexit.mod,mod
390566,25917,fexoexit.mod,mod
390567,25917,exoexitnof.mod,mod
390576,25918,linkage8sectorsNoAdj202408.mod,mod
390591,25919,protectionism_Larch_Lechthaler_2010.mod,mod
390614,25920,maind.mod,mod
390616,25920,mainhightau.mod,mod
390618,25920,mainlowtau.mod,mod
390620,25920,main.mod,mod
390630,25920,sec11d.mod,mod
390631,25920,sec11.mod,mod
390632,25920,sec12d.mod,mod
390633,25920,sec12.mod,mod
390642,25920,sec21d.mod,mod
390643,25920,sec21lowtau.mod,mod
390644,25920,sec21lowt.mod,mod
390645,25920,sec21.mod,mod
390646,25920,sec22d.mod,mod
390647,25920,sec22hightau.mod,mod
390648,25920,sec22hight.mod,mod
390649,25920,sec22.mod,mod
390659,25920,sec3.mod,mod
390672,25921,GHIAIE_ROUILLARD_2021.mod,mod
390673,25921,GHIAIE_ROUILLARD_sens_2021.mod,mod
390693,25922,Autom_estim2.mod,mod
390697,25922,Autom_estim2_simul_ebar.mod,mod
390699,25922,Autom_estim2_simul.mod,mod
390702,25922,Autom_estim2_simul_sigmaH.mod,mod
390705,25922,Autom_estim_delta.mod,mod
390709,25922,Autom_estim_jobs2.mod,mod
390711,25922,Autom_estim_qazero.mod,mod
390714,25922,Autom_estim_qazero_simul.mod,mod
390717,25922,Autom_estim_simul_nothreat.mod,mod
390734,25922,NK_US_estim.mod,mod
390738,25922,NoAutom_noA2_estim4.mod,mod
390740,25922,NoAutom_noA2_estim4_simulpben.mod,mod
390766,25923,GPU_AER_simple_2qua2.mod,mod
390767,25923,GPU_AER_simple_2qua3.mod,mod
390768,25923,GPU_AER_simple_2qua.mod,mod
390816,25924,FIGURE_11_210326.mod,mod
390817,25924,FIGURE_12_210326.mod,mod
390819,25924,FIGURE_7_210326.mod,mod
390820,25924,FIGURE_8_210326.mod,mod
390822,25924,FIGURE_A2_210326A.mod,mod
390823,25924,FIGURE_A2_210326B.mod,mod
390824,25924,FIGURE_A2_210326C.mod,mod
390826,25924,FIGURE_A3_210326A.mod,mod
390827,25924,FIGURE_A3_210326B.mod,mod
390828,25924,FIGURE_A3_210326C.mod,mod
390838,25924,TABLE_5_210326.mod,mod
390844,25925,Formulation1.mod,mod
390845,25925,Formulation2.mod,mod
390846,25925,Formulation3.mod,mod
400247,26867,Ih.mod,mod
400248,26867,k_human.mod,mod
400341,26867,na_human.mod,mod
400379,26868,CPS - coding - deel 2.nvp,nvp
400381,26868,CPS.nvp,nvp
400567,26869,k_human_h1.mod,mod
400568,26869,k_human_hm12inf.mod,mod
400569,26869,k_human.mod,mod
400571,26869,k_hybrid1.mod,mod
400572,26869,k_hybrid3.mod,mod
400573,26869,k_hybrid2.mod,mod
400574,26869,k_hybrid4.mod,mod
400575,26869,k_hybrid5.mod,mod
400577,26869,k_mouse.mod,mod
400579,26869,na_human.mod,mod
400582,26869,na_hybrid1.mod,mod
400583,26869,na_hybrid2.mod,mod
400584,26869,na_hybrid3.mod,mod
400585,26869,na_hybrid4.mod,mod
400586,26869,na_hybrid5.mod,mod
400587,26869,na_hybrid6.mod,mod
400588,26869,na_hybrid7.mod,mod
400589,26869,na_hybrid8.mod,mod
400590,26869,na_mouse.mod,mod
401426,27304,Micatka_AtlastiCoding.qdpx,qdpx
401446,27305,EFL_ILP_ScopingReview_CodedData_20250718.qdpx,qdpx
401451,27305,Polish_debates_on_higher_education_party_manifestos.qdpx,qdpx
401452,27305,Polish_debates_on_higher_education_party_manifestos.mx20,mx20
401454,27305,Polish_debates_on_higher_education_party_manifestos.mx22,mx22
401456,27305,Qual_Coder_Coding_File_.qdpx,qdpx
401472,27305,23_PLANET4B_QDPXProject-FrameAnalysis_Pisa_20250514_Qualitative-Analysis-Project.qdpx,qdpx
401502,27305,1_PLANET4B_QDPXProject-BusinessModels_Pisa_20250919_Qualitative-Analysis-Project.qdpx,qdpx
401542,27305,An_lisis_Primer_Instrumento.hpr7,hpr7
401543,27305,An_lisis_Cuali_Segunda_Fase.hpr7,hpr7
401569,27306,Mannheimer_Redacted_Interview_Analysis.nvpx,nvpx
401588,27307,Polish_debates_on_higher_education_party_manifestos.qdpx,qdpx
401589,27307,Polish_debates_on_higher_education_party_manifestos.mx20,mx20
401591,27307,Polish_debates_on_higher_education_party_manifestos.mx22,mx22
401593,27308,Qual_Coder_Coding_File_.qdpx,qdpx
401609,27309,23_PLANET4B_QDPXProject-FrameAnalysis_Pisa_20250514_Qualitative-Analysis-Project.qdpx,qdpx
401639,27310,1_PLANET4B_QDPXProject-BusinessModels_Pisa_20250919_Qualitative-Analysis-Project.qdpx,qdpx
401679,27311,An_lisis_Primer_Instrumento.hpr7,hpr7
401680,27311,An_lisis_Cuali_Segunda_Fase.hpr7,hpr7
421968,39954,IoT Roadmap - Final Coding.qdp,qdp
425070,41274,Steeves_FocusGroup_Codebook.qdc,qdc
425073,41274,Steeves_Interview_Codebook.qdc,qdc
427394,41442,Hegarty_QDA-Project_REFI-QDA-Exchange.qdpx,qdpx
427410,41442,Hegarty_QDA-Project_NVivo.nvp,nvp
464205,44996,Dr_Akinyemi_PhD_Updated_19_6_27042020.nvp,.nvp
465208,44996,CHILDREN AND YOUTH_COMPLETE_2026_22.03.26.mqda,.mqda
470753,47835,Procyon_B_M19_Y03_Z0245_a17_b00_end_core_he_burn.mod,.mod
470754,47835,Procyon_B_M19_Y03_Z0245_a17_b00_end_agb.mod,.mod
470756,47835,Procyon_B_M19_Y03_Z0245_a17_b00_end_core_h_burn.mod,.mod
471393,48247,final.mod,.mod
472369,48658,Speech_Representation_Project_Data_Annotated.rqda,.rqda
472942,49082,Zins_(2007)_Classification_Systems_Comparison.mx20,.mx20
473037,49167,5. QA-AT posts labelling and encoding.mx18,.mx18
666332,82159,THastingsDataVerseFall2013.mx5,.mx5
666337,82160,SANDOVALWorking11-11.mx5,.mx5
666338,82160,SANDOVALworking 11-17 1.mx5,.mx5
